Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
Germany,2024.0485859178864,Unknown,Government,558.0,530.0,Insider,Unknown,Antivirus,453.0
Russia,2021.9053508453403,DDoS,Retail,334.0,361.0,Nation-state,Zero-day,Unknown,313.0
France,2023.8427075035484,SQL Injection,Healthcare,430.0,461.0,Insider,Social Engineering,VPN,327.0
USA,2020.0212925954213,Phishing,Education,317.0,336.0,Nation-state,Social Engineering,Firewall,370.0
Brazil,2020.968272050148,DDoS,Retail,397.0,375.0,Hacker Group,Social Engineering,VPN,434.0
France,2017.9528103290888,Phishing,Government,237.0,229.0,Hacker Group,Unpatched Software,Antivirus,407.0
Brazil,2018.057527669503,Malware,Unknown,346.0,374.0,Hacker Group,Zero-day,Antivirus,418.0
USA,2016.776948969816,DDoS,Government,287.0,318.0,Nation-state,Weak Passwords,Antivirus,342.0
Japan,2020.255295721006,SQL Injection,Telecommunications,224.0,251.0,Nation-state,Social Engineering,AI-based Detection,302.0
USA,2015.882092227546,Unknown,Retail,89.0,192.0,Unknown,Zero-day,Firewall,208.0
India,2023.224003123644,DDoS,Retail,394.0,391.0,Unknown,Weak Passwords,Antivirus,366.0
UK,2016.070022280492,Malware,Telecommunications,210.0,283.0,Nation-state,Social Engineering,Antivirus,316.0
China,2021.5908458920755,Man-in-the-Middle,Healthcare,251.0,303.0,Unknown,Weak Passwords,Firewall,262.0
UK,2015.0652071060408,Phishing,Retail,88.0,182.0,Nation-state,Social Engineering,Firewall,255.0
Russia,2016.981410375383,Man-in-the-Middle,Government,275.0,306.0,Hacker Group,Unpatched Software,Firewall,403.0
Germany,2019.958714292105,Man-in-the-Middle,Retail,191.0,272.0,Insider,Zero-day,Firewall,203.0
Russia,2015.9920008432168,Malware,Telecommunications,196.0,236.0,Hacker Group,Unpatched Software,VPN,354.0
Germany,2017.014307589868,Ransomware,Telecommunications,287.0,318.0,Insider,Unpatched Software,Encryption,
Germany,2015.9249246739969,SQL Injection,Unknown,287.0,257.0,Nation-state,Weak Passwords,AI-based Detection,342.0
Brazil,2017.670020694803,Unknown,Education,256.0,299.0,Nation-state,Social Engineering,Encryption,335.0
China,2022.1648681269744,Ransomware,Education,437.0,436.0,Unknown,Unknown,VPN,406.0
Russia,2022.889746971185,SQL Injection,Education,406.0,405.0,Nation-state,Weak Passwords,Firewall,389.0
India,2014.96964066956,DDoS,Education,155.0,210.0,Unknown,Zero-day,Firewall,339.0
Australia,2023.109767951089,Man-in-the-Middle,Healthcare,463.0,424.0,Insider,Zero-day,Firewall,422.0
India,2020.107439491632,Malware,Healthcare,365.0,366.0,Unknown,Zero-day,Antivirus,411.0
Germany,2023.952196480291,Malware,Retail,533.0,460.0,Unknown,Social Engineering,Firewall,525.0
China,2015.7835455151755,DDoS,Education,183.0,194.0,Insider,Weak Passwords,AI-based Detection,401.0
USA,2018.1683745235907,Malware,IT,289.0,289.0,Hacker Group,Weak Passwords,VPN,422.0
France,2019.8447405752568,Ransomware,Unknown,287.0,,Nation-state,Social Engineering,Firewall,342.0
China,2021.860401438716,Phishing,Retail,359.0,345.0,Unknown,Weak Passwords,Encryption,402.0
Germany,2018.889583559707,Phishing,Education,168.0,224.0,Insider,Weak Passwords,Firewall,291.0
Unknown,2014.9423431384184,SQL Injection,Banking,278.0,258.0,Unknown,Zero-day,VPN,517.0
India,2021.204991772488,Malware,Education,265.0,345.0,Nation-state,Zero-day,Encryption,213.0
Japan,,Man-in-the-Middle,Government,287.0,318.0,Hacker Group,Weak Passwords,Encryption,362.0
Australia,2024.227997401564,Ransomware,Healthcare,344.0,368.0,Nation-state,Weak Passwords,Encryption,281.0
USA,2023.196451135008,Man-in-the-Middle,Retail,287.0,318.0,Unknown,Zero-day,Antivirus,342.0
Russia,2019.027743262998,Ransomware,IT,287.0,271.0,Insider,Unknown,Encryption,
Germany,2017.9653458326177,DDoS,Telecommunications,297.0,353.0,Hacker Group,Zero-day,AI-based Detection,368.0
Australia,2022.0979581694944,DDoS,Education,477.0,451.0,Unknown,Unpatched Software,AI-based Detection,464.0
Australia,2014.8836812344573,DDoS,Healthcare,161.0,240.0,Hacker Group,Unpatched Software,Encryption,323.0
USA,2021.8871754698305,Malware,Banking,283.0,330.0,Nation-state,Social Engineering,Encryption,269.0
China,2015.697707692986,DDoS,Healthcare,169.0,239.0,Nation-state,Weak Passwords,Encryption,306.0
Unknown,2014.9999539630312,Phishing,IT,203.0,281.0,Hacker Group,Unpatched Software,Antivirus,319.0
Japan,2020.705429015988,SQL Injection,Education,273.0,294.0,Insider,Unknown,AI-based Detection,337.0
,2022.881731009351,SQL Injection,Education,415.0,421.0,Insider,Weak Passwords,Encryption,353.0
Unknown,2021.990882752376,SQL Injection,IT,434.0,453.0,Hacker Group,Weak Passwords,AI-based Detection,378.0
Australia,2017.811090803612,SQL Injection,IT,287.0,318.0,Insider,Social Engineering,Firewall,342.0
India,2020.026644271404,Malware,Healthcare,191.0,222.0,Hacker Group,Unpatched Software,Unknown,305.0
India,2016.1933504327296,SQL Injection,Healthcare,287.0,331.0,Unknown,Social Engineering,Antivirus,
Brazil,2024.1725757113527,Ransomware,Government,475.0,457.0,Insider,Weak Passwords,Antivirus,411.0
USA,2015.025953586241,Ransomware,Retail,138.0,236.0,Insider,Weak Passwords,Encryption,285.0
China,2014.8568168686136,Ransomware,IT,123.0,203.0,Insider,Weak Passwords,Firewall,291.0
Brazil,2017.9509096948,Ransomware,Healthcare,283.0,267.0,Nation-state,Social Engineering,VPN,459.0
Australia,2018.8966644579584,Man-in-the-Middle,Banking,169.0,200.0,Nation-state,Social Engineering,Encryption,294.0
Russia,2020.870578454729,SQL Injection,Retail,295.0,373.0,Insider,Zero-day,AI-based Detection,270.0
Australia,2019.7759587143464,Phishing,Banking,246.0,329.0,Hacker Group,Social Engineering,Firewall,214.0
UK,2019.8447405752568,Phishing,Telecommunications,287.0,318.0,Nation-state,Unpatched Software,AI-based Detection,263.0
Russia,2018.0123430556512,Phishing,Education,270.0,291.0,Nation-state,Weak Passwords,Antivirus,384.0
China,2020.813453969532,Ransomware,IT,319.0,387.0,Hacker Group,Unknown,Antivirus,279.0
Japan,2021.0258107218983,DDoS,Telecommunications,316.0,301.0,Nation-state,Unpatched Software,AI-based Detection,397.0
China,,SQL Injection,Healthcare,287.0,318.0,Hacker Group,Social Engineering,Firewall,357.0
India,2017.0423833267007,Malware,Healthcare,225.0,272.0,Unknown,Zero-day,Antivirus,346.0
UK,2023.2116561409944,Ransomware,Banking,394.0,392.0,Nation-state,Social Engineering,Encryption,370.0
UK,2019.1479326956296,DDoS,Healthcare,215.0,227.0,Nation-state,Weak Passwords,Unknown,355.0
Brazil,2016.8858239869764,Man-in-the-Middle,Government,184.0,270.0,Unknown,Zero-day,Encryption,274.0
Germany,2024.02366369092,Ransomware,IT,472.0,476.0,Hacker Group,Social Engineering,Encryption,376.0
Australia,,DDoS,Education,287.0,,Hacker Group,Weak Passwords,Firewall,408.0
Germany,2017.9100981372248,SQL Injection,Healthcare,251.0,314.0,Hacker Group,Unpatched Software,VPN,318.0
India,2015.883052553762,Man-in-the-Middle,Healthcare,219.0,248.0,Unknown,Zero-day,AI-based Detection,389.0
Brazil,2017.82881655366,Malware,Unknown,287.0,231.0,Nation-state,Weak Passwords,Antivirus,342.0
Australia,2023.050788185357,DDoS,Unknown,343.0,369.0,Unknown,Weak Passwords,Antivirus,303.0
UK,2015.5615133400536,Phishing,Retail,,291.0,Insider,Weak Passwords,VPN,342.0
China,2016.917956099256,Phishing,Government,169.0,217.0,Insider,Social Engineering,AI-based Detection,310.0
Japan,2014.9662267721867,Ransomware,Banking,227.0,224.0,Hacker Group,Weak Passwords,Encryption,451.0
Unknown,2018.2001702875448,DDoS,IT,151.0,251.0,Unknown,Zero-day,VPN,200.0
USA,2017.103722875318,Man-in-the-Middle,Banking,285.0,321.0,Nation-state,Weak Passwords,Encryption,401.0
Brazil,2021.1965932888488,Ransomware,Government,334.0,346.0,Unknown,Zero-day,AI-based Detection,356.0
USA,2020.6624602180984,Ransomware,Education,294.0,330.0,Insider,Social Engineering,VPN,331.0
UK,2022.170085035688,DDoS,Education,338.0,338.0,Insider,Unpatched Software,Encryption,357.0
China,2022.0392974804004,SQL Injection,Banking,301.0,344.0,Hacker Group,Zero-day,Firewall,272.0
Russia,2020.9983393696216,SQL Injection,Unknown,388.0,405.0,Unknown,Social Engineering,VPN,380.0
Germany,2016.1718344355984,DDoS,Telecommunications,250.0,319.0,Insider,Social Engineering,Unknown,332.0
Japan,2019.8801391174247,Ransomware,Banking,180.0,268.0,Insider,Weak Passwords,Firewall,204.0
Brazil,2023.0494139216207,Phishing,IT,272.0,322.0,Unknown,Unpatched Software,Encryption,243.0
China,,Man-in-the-Middle,Banking,287.0,,Insider,Unpatched Software,Unknown,314.0
USA,2023.893189304104,Phishing,Government,295.0,352.0,Hacker Group,Social Engineering,Firewall,210.0
Russia,2016.0646383432568,Phishing,Healthcare,58.0,190.0,Unknown,Weak Passwords,Antivirus,157.0
Australia,2021.974480093132,Man-in-the-Middle,Government,486.0,419.0,Hacker Group,Unknown,AI-based Detection,504.0
Japan,2023.6901121246003,Malware,Telecommunications,388.0,370.0,Nation-state,Weak Passwords,VPN,373.0
Australia,2022.2455345797728,DDoS,IT,479.0,443.0,Insider,Weak Passwords,Encryption,472.0
Unknown,2015.121313755672,SQL Injection,IT,219.0,251.0,Insider,Unknown,AI-based Detection,409.0
Russia,2018.7608903188527,SQL Injection,Telecommunications,146.0,199.0,Unknown,Unpatched Software,Antivirus,281.0
USA,2024.1985801661576,Man-in-the-Middle,Government,374.0,413.0,Unknown,Social Engineering,Unknown,276.0
China,2021.9938792491923,,IT,421.0,451.0,Hacker Group,Weak Passwords,VPN,360.0
Germany,2020.8313941142032,DDoS,Unknown,352.0,377.0,Unknown,Weak Passwords,Antivirus,341.0
China,2023.836479923096,Malware,Government,329.0,375.0,Unknown,Unpatched Software,Encryption,226.0
India,2023.081595753935,Ransomware,Banking,452.0,471.0,Hacker Group,Unpatched Software,AI-based Detection,353.0
USA,2019.9827254440563,Malware,Retail,218.0,300.0,Hacker Group,Social Engineering,VPN,230.0
UK,2021.9904951061385,Phishing,Retail,387.0,381.0,Hacker Group,Zero-day,VPN,397.0
USA,2015.9148922924608,DDoS,Healthcare,290.0,313.0,Hacker Group,Weak Passwords,AI-based Detection,440.0
India,2023.9719216305307,Malware,Banking,329.0,383.0,Nation-state,Weak Passwords,Firewall,231.0
USA,2019.0707806393875,DDoS,Government,237.0,285.0,Unknown,Weak Passwords,Firewall,309.0
Japan,,Malware,Telecommunications,287.0,318.0,Insider,Weak Passwords,Antivirus,352.0
USA,2023.921235438523,Malware,Education,486.0,461.0,Insider,Social Engineering,Antivirus,429.0
Australia,2018.0012345953407,Malware,Banking,287.0,318.0,Unknown,Unknown,Antivirus,342.0
Russia,2020.02281797606,DDoS,Healthcare,287.0,318.0,Unknown,Weak Passwords,VPN,342.0
France,2023.9172335527576,Ransomware,Banking,428.0,443.0,Unknown,Weak Passwords,VPN,352.0
UK,2023.9496852045525,Ransomware,Banking,488.0,468.0,Hacker Group,Weak Passwords,Antivirus,428.0
Australia,2023.0975053098164,Malware,Government,247.0,279.0,Nation-state,Weak Passwords,Firewall,257.0
Japan,2022.8740443786808,Malware,Telecommunications,376.0,402.0,Hacker Group,Social Engineering,AI-based Detection,322.0
India,2019.1439650968264,Man-in-the-Middle,Government,196.0,263.0,Unknown,Zero-day,Encryption,268.0
Australia,2024.010224521682,Phishing,Education,336.0,398.0,Insider,Social Engineering,VPN,226.0
Brazil,2022.148328373976,Man-in-the-Middle,Unknown,374.0,423.0,Unknown,Unpatched Software,Firewall,300.0
Unknown,2017.8749536006867,Malware,Telecommunications,297.0,351.0,Insider,Zero-day,Firewall,354.0
France,2023.891221792024,Phishing,IT,489.0,447.0,Nation-state,Zero-day,VPN,454.0
USA,2019.0300814012364,Malware,Education,164.0,252.0,Nation-state,Unpatched Software,Unknown,224.0
China,2019.193454478468,Malware,Retail,313.0,329.0,Insider,Social Engineering,VPN,385.0
USA,2024.1094015384488,Malware,Telecommunications,372.0,356.0,Unknown,Unpatched Software,Encryption,338.0
France,2015.088894320964,Phishing,Healthcare,208.0,261.0,Unknown,Unpatched Software,VPN,373.0
Germany,2017.0154056633585,DDoS,Telecommunications,90.0,183.0,Insider,Social Engineering,AI-based Detection,207.0
Japan,2020.2350167625227,Phishing,Healthcare,166.0,224.0,Unknown,Unpatched Software,Firewall,237.0
Brazil,2024.031344856412,SQL Injection,IT,361.0,374.0,Nation-state,Zero-day,Encryption,310.0
Brazil,2019.034793554229,Malware,Government,224.0,297.0,Nation-state,Zero-day,AI-based Detection,244.0
Australia,2018.0579488007168,SQL Injection,Banking,282.0,334.0,Nation-state,Zero-day,Firewall,338.0
UK,2016.0017224705864,Malware,Banking,216.0,306.0,Nation-state,Unpatched Software,VPN,308.0
India,2016.141196250192,Man-in-the-Middle,IT,287.0,318.0,Unknown,Unpatched Software,Antivirus,342.0
France,2019.018089415804,DDoS,Unknown,329.0,323.0,Nation-state,Unpatched Software,VPN,412.0
Japan,2020.0094103712208,SQL Injection,Banking,287.0,385.0,Nation-state,Weak Passwords,Encryption,
Germany,2016.2169374369053,Man-in-the-Middle,Government,171.0,226.0,Unknown,Unknown,VPN,336.0
Japan,2017.020064407492,Ransomware,Government,144.0,214.0,Unknown,Weak Passwords,Antivirus,275.0
France,2020.8089382719224,Malware,Government,208.0,306.0,Unknown,Unpatched Software,Firewall,188.0
Brazil,2019.9401124321328,SQL Injection,Education,346.0,368.0,Nation-state,Weak Passwords,Antivirus,382.0
USA,2019.027300086635,DDoS,Telecommunications,274.0,302.0,Hacker Group,Unpatched Software,Encryption,359.0
China,2018.910398318632,Man-in-the-Middle,Telecommunications,331.0,389.0,Nation-state,Zero-day,Encryption,331.0
UK,2016.1357365719,SQL Injection,Unknown,287.0,240.0,Nation-state,Social Engineering,Antivirus,342.0
Germany,2014.884143407633,Malware,Education,147.0,231.0,Insider,Unknown,AI-based Detection,294.0
UK,2021.2582735554204,Man-in-the-Middle,Banking,394.0,378.0,Insider,Weak Passwords,VPN,420.0
Japan,,Man-in-the-Middle,Retail,287.0,318.0,Hacker Group,Weak Passwords,Firewall,386.0
Brazil,2020.8699728561955,Malware,Government,271.0,305.0,Nation-state,Weak Passwords,Firewall,311.0
UK,2018.9164826612985,Man-in-the-Middle,IT,262.0,268.0,Insider,Weak Passwords,Firewall,373.0
Australia,2016.0531242468044,Phishing,Education,96.0,204.0,Nation-state,Social Engineering,VPN,229.0
France,2015.7175610675,Man-in-the-Middle,IT,220.0,274.0,Nation-state,Social Engineering,Encryption,361.0
Russia,2015.990393231008,Ransomware,Banking,165.0,207.0,Insider,Zero-day,Encryption,332.0
France,2014.8935602582555,Malware,Retail,190.0,248.0,Unknown,Weak Passwords,AI-based Detection,340.0
Japan,2017.985690753972,DDoS,Unknown,293.0,326.0,Nation-state,Weak Passwords,Antivirus,382.0
Germany,2017.841512281217,DDoS,Government,311.0,361.0,Insider,Unpatched Software,Encryption,353.0
Australia,2015.81844977142,DDoS,IT,275.0,332.0,Unknown,Weak Passwords,Firewall,380.0
USA,2019.1200704626208,Unknown,Healthcare,304.0,324.0,Unknown,Zero-day,AI-based Detection,376.0
Germany,2015.7826479898456,Phishing,Banking,116.0,169.0,Nation-state,Weak Passwords,Encryption,302.0
Japan,2017.962433617134,SQL Injection,IT,205.0,291.0,Nation-state,Zero-day,AI-based Detection,265.0
China,2020.951291179458,Unknown,Telecommunications,187.0,257.0,Nation-state,Weak Passwords,Firewall,215.0
USA,2021.0668285884624,Unknown,Education,331.0,391.0,Unknown,Zero-day,VPN,305.0
Japan,2021.967983189572,Unknown,Banking,332.0,408.0,Unknown,Unknown,Encryption,246.0
USA,2022.8515413624496,Unknown,Banking,419.0,428.0,Unknown,Unpatched Software,Firewall,361.0
Russia,2014.9092089138287,Ransomware,Telecommunications,287.0,,Hacker Group,Social Engineering,VPN,
USA,2015.264050943432,Malware,Retail,205.0,270.0,Unknown,Unpatched Software,AI-based Detection,330.0
France,2019.9254400529949,Unknown,IT,179.0,254.0,Insider,Unpatched Software,Encryption,223.0
India,2023.170894997768,DDoS,Unknown,363.0,360.0,Insider,Weak Passwords,AI-based Detection,366.0
Germany,2017.167670695483,Malware,Government,200.0,246.0,Nation-state,Social Engineering,AI-based Detection,339.0
Australia,2023.7521914332465,Phishing,Telecommunications,315.0,357.0,Nation-state,Zero-day,VPN,245.0
Russia,2014.819724391844,Ransomware,Government,185.0,240.0,Nation-state,Unpatched Software,Encryption,354.0
India,2022.9261976029736,Man-in-the-Middle,IT,297.0,340.0,Hacker Group,Unpatched Software,Encryption,262.0
France,2020.0190354612216,Man-in-the-Middle,Education,355.0,361.0,Nation-state,Zero-day,Antivirus,418.0
Brazil,2018.915359080523,Unknown,IT,351.0,347.0,Unknown,Zero-day,Firewall,454.0
France,2015.1062368358591,Phishing,Retail,138.0,174.0,Nation-state,Zero-day,AI-based Detection,370.0
France,2017.9121452553145,SQL Injection,IT,176.0,245.0,Unknown,Zero-day,Encryption,275.0
UK,2023.8047800451825,Malware,Retail,287.0,493.0,Insider,Unpatched Software,Encryption,342.0
Russia,2014.748709099682,Malware,Healthcare,80.0,199.0,Unknown,Social Engineering,Firewall,226.0
USA,2020.9846698838096,Malware,Healthcare,242.0,299.0,Insider,Zero-day,AI-based Detection,250.0
Russia,2016.0218398190373,DDoS,Banking,308.0,290.0,Insider,Unknown,VPN,499.0
China,2021.0031463639723,DDoS,Telecommunications,,318.0,Insider,Social Engineering,VPN,342.0
Germany,2023.9463054572257,Phishing,Telecommunications,438.0,460.0,Insider,Weak Passwords,Antivirus,325.0
India,2017.9504303100373,Malware,Education,171.0,198.0,Hacker Group,Social Engineering,Antivirus,328.0
Unknown,2016.021486029028,Malware,Unknown,140.0,183.0,Unknown,Social Engineering,AI-based Detection,326.0
UK,2022.04281937241,Man-in-the-Middle,Telecommunications,362.0,347.0,Unknown,Unpatched Software,Encryption,394.0
France,2016.9771411269887,Ransomware,Healthcare,152.0,266.0,Nation-state,Social Engineering,Antivirus,219.0
China,2024.245254984524,Man-in-the-Middle,Government,327.0,347.0,Unknown,Zero-day,Firewall,272.0
Brazil,2020.9013979232843,SQL Injection,Banking,294.0,316.0,Hacker Group,Unpatched Software,Encryption,318.0
Russia,2021.028718831261,Ransomware,Healthcare,329.0,347.0,Unknown,Social Engineering,Antivirus,366.0
Australia,2020.521876971931,SQL Injection,IT,338.0,357.0,Unknown,Zero-day,AI-based Detection,371.0
France,2017.0219357931403,Ransomware,IT,192.0,235.0,Nation-state,Weak Passwords,Encryption,340.0
UK,2022.961268166704,Man-in-the-Middle,Government,401.0,412.0,Hacker Group,Social Engineering,Antivirus,345.0
France,2021.0835133691376,SQL Injection,Government,338.0,356.0,Unknown,Weak Passwords,Encryption,335.0
Unknown,2021.9320326541915,Malware,Government,378.0,378.0,Unknown,Social Engineering,VPN,374.0
India,2021.859001942748,SQL Injection,Banking,271.0,311.0,Unknown,Unpatched Software,AI-based Detection,278.0
Germany,2016.115178657272,Man-in-the-Middle,IT,230.0,262.0,Unknown,Social Engineering,Encryption,406.0
Australia,2015.1314736046072,DDoS,Government,160.0,270.0,Unknown,Zero-day,AI-based Detection,265.0
Brazil,2022.976520402609,SQL Injection,Healthcare,287.0,,Hacker Group,Social Engineering,Encryption,342.0
India,2022.019696369153,DDoS,Unknown,388.0,457.0,Unknown,Unpatched Software,Antivirus,269.0
Australia,2019.104541116685,DDoS,Telecommunications,143.0,237.0,Unknown,Social Engineering,Unknown,201.0
France,2021.1086946598064,Ransomware,Government,369.0,381.0,Insider,Unpatched Software,Firewall,381.0
Germany,2017.99134108426,Man-in-the-Middle,Banking,97.0,175.0,Nation-state,Zero-day,Antivirus,230.0
UK,2022.9065760658268,Man-in-the-Middle,Banking,483.0,461.0,Unknown,Weak Passwords,Antivirus,438.0
Australia,2019.1183394984864,DDoS,IT,186.0,206.0,Nation-state,Weak Passwords,Encryption,333.0
